,User_1,User_2,User_3,User_4,User_5,User_6,User_7,User_8,User_9,User_10,User_11,User_12,User_13,User_14,User_15,User_16,User_17,User_18,User_19,User_20,User_21,User_22,User_23,User_24,User_25,User_26,User_27,User_28,User_29,User_30,User_31,User_32,User_33,User_34,User_35,User_36,User_37,User_38,User_39,User_40,User_41,User_42,User_43,User_44,User_45,User_46,User_47,User_48,User_49,User_50,User_51,User_52,User_53,User_54,User_55,User_56,User_57,User_58,User_59,User_60,User_61,User_62,User_63,User_64,User_65,User_66,User_67,User_68,User_69,User_70,User_71,User_72,User_73,User_74,User_75,User_76,User_77,User_78,User_79,User_80,User_81,User_82,User_83,User_84,User_85,User_86,User_87,User_88,User_89,User_90,User_91,User_92,User_93,User_94,User_95,User_96,User_97,User_98,User_99,User_100
User_1,0.9999999999999998,0.805233999283312,0.7818143682395333,0.7761860603469134,0.7790392685609981,0.7679545772043551,0.7980840118763701,0.7938616439957504,0.7818465653811272,0.7796866266207548,0.7801999255550736,0.7897907728497964,0.7822427450395846,0.7937169426000098,0.792890679866336,0.8029288119252058,0.7802408850215538,0.7781826438438886,0.805501679349856,0.8130558200460625,0.7880406744120668,0.7888572042095792,0.8074447006679373,0.7665664428231624,0.7660804824758347,0.7981039461583643,0.789854695124989,0.7949776713209158,0.7800791871095984,0.8069612706386997,0.8085568590320453,0.7921028823408511,0.7984440944671395,0.7700062478149334,0.7738708359172801,0.8016630936045782,0.7894816421772284,0.7985141778453582,0.7871621578093286,0.8092466149915459,0.7884687707216831,0.7966696282640027,0.7803010664345591,0.7792488062858198,0.7930279497554191,0.80080983272686,0.7991893919634557,0.7933153297447488,0.7865094247551205,0.7848495525888626,0.7914456601626787,0.8031230937822569,0.7713254778635255,0.7876512094704962,0.7739745773221922,0.8032914927163923,0.7873664876363504,0.7904589548936772,0.803863939573646,0.7991425698296035,0.7778670051307661,0.785964081826255,0.7904106515440459,0.7784091254502473,0.7812352497288154,0.7988359915255316,0.7948610413351007,0.7929311064015754,0.7965875357722756,0.8013519619284598,0.7901818022777691,0.7853750187566167,0.7912118923055944,0.7757181660932242,0.7872502626707967,0.7885268579580441,0.7826787958089266,0.7902202779742868,0.7775668482587315,0.7981962601792223,0.7598942788655125,0.7858598275110018,0.7827621399597474,0.801461110542311,0.7930720512762341,0.7955441715841342,0.7974232311309606,0.782983427183207,0.8012123702304581,0.7864174746340585,0.7785184414865984,0.789035027191163,0.7914674353872865,0.7890432737148193,0.7905521970247331,0.7608354176192416,0.7912981474368749,0.7809278022180135,0.8324939251948462,0.8043165426201672
User_2,0.805233999283312,1.0000000000000013,0.7979561100894645,0.8017521439127997,0.7912285585620826,0.8024008108020084,0.8139788257340492,0.7947007672172958,0.8096409151933064,0.7972693680275117,0.8167679951448289,0.7989325267928368,0.812858481407776,0.7940880909724055,0.8165384687018814,0.801509275624011,0.8043638424265971,0.8108822653575939,0.8102518772294302,0.8203396927821192,0.8043655378909116,0.8193852300855919,0.7997897364858666,0.7930067361206921,0.784657515749809,0.8053174027517317,0.8106538132976837,0.8091256736968472,0.7827987927244671,0.8325533809091596,0.8154582994405087,0.8105848396579776,0.8193633427918805,0.7882004493176291,0.8136425991424199,0.808940910833564,0.8105072828631141,0.8032211616681841,0.7842483019478239,0.8052274293897361,0.8142925749028662,0.8161665683231332,0.7962668784749808,0.7951139284779857,0.8188722997161504,0.8054604964654564,0.8074325894105632,0.7905788478156534,0.8031884649800722,0.795741287051527,0.8162013434931102,0.8048754912867094,0.8078817439064212,0.7929280097124385,0.8092407101174033,0.8129305178538891,0.7975923654363548,0.8092072958517014,0.7988518830334994,0.8131564505629163,0.8014424883973807,0.7985304378557294,0.7943135954601411,0.8054245732696587,0.8096032941499838,0.8172512634044119,0.7990988284597398,0.8140423987394225,0.8261283540602442,0.8143674194952295,0.8142553134105086,0.8111375196322625,0.8162351925246458,0.80201789710999,0.8067984266474766,0.8072639130708685,0.7977491125263758,0.8328883724811778,0.8148368454008883,0.8030349895760047,0.805153648130521,0.7804923249585479,0.809457723770189,0.808599976675513,0.8077801927170629,0.8129135057684482,0.8180327117125259,0.8026735817282333,0.8025776154963182,0.7949740713270376,0.8006710433960912,0.8121355643575938,0.7995635902113154,0.8026456193772146,0.8036937781651665,0.7814770093578421,0.7964403292603768,0.8146995146271665,0.8251032945373751,0.8199781591410857
User_3,0.7818143682395333,0.7979561100894645,0.999999999999998,0.7864186514410093,0.792038952449174,0.8011900968519716,0.796835217475915,0.8057210204864322,0.8105675284976466,0.7970546437227801,0.808556353951879,0.7787937508612768,0.7902568568977955,0.7988800067350317,0.8012677422581778,0.804958245012704,0.7787835698464303,0.800187116567693,0.7950891647446721,0.8051972991899827,0.7951170954228143,0.8089559941274277,0.7865222817721472,0.7949624184258394,0.7942835766053111,0.8023721081777149,0.7947611996469349,0.7891129786627981,0.7971023816370943,0.8003437732983085,0.7870243339276755,0.8215775188643513,0.7853824729585581,0.7977076570048472,0.8045866607796635,0.7975075163756943,0.8037439954261034,0.8012066714654479,0.7525408552307448,0.8064635084963285,0.8034655158705265,0.7773393896325052,0.8094304972440531,0.7839627064115955,0.8020092723093972,0.8070712193605041,0.8102954568340021,0.7956735796056655,0.7819000338209754,0.8011067613063513,0.7988198661725814,0.8098368500485722,0.7934220572627226,0.800167401804706,0.795464422515184,0.7764544024304363,0.8054514998433828,0.8017344276555658,0.7907014257240232,0.7870303253985407,0.7748335265206509,0.7857818187186807,0.7767743001326246,0.8138932027343935,0.7775211653252757,0.8098451305404069,0.7846010719552554,0.7957205068513156,0.7993305314494066,0.812902455559507,0.7838698544533903,0.7855342176125664,0.797861269916496,0.7749718925289164,0.811840653184637,0.7792440333655537,0.7926195901994568,0.7941594068997855,0.7939482671214178,0.8010156500625085,0.7832564787133389,0.8064627369848225,0.7793613709629662,0.7947628029679634,0.7759835810970923,0.7874998477336308,0.7885818868564564,0.7857347908558332,0.7912891850306814,0.7968319965136821,0.7947255025092799,0.8046734223679368,0.7832947476167389,0.807667255445622,0.7853928178183247,0.7813457852844421,0.8004156169894201,0.8018472693617048,0.8079231411254902,0.7976463461795319
User_4,0.7761860603469134,0.8017521439127997,0.7864186514410093,1.0000000000000018,0.7968712483056826,0.7759808441417102,0.8086480499579232,0.8007686963984476,0.7942421713272925,0.7928418450921928,0.7683743984746769,0.8050436143368561,0.8007705953454285,0.806499477546831,0.8104807223373107,0.8182182208153042,0.7826401700038905,0.8198903425333983,0.8025576713336724,0.7863639516180961,0.7891165716339514,0.8022677983355804,0.8113638077654104,0.7875754384647443,0.7736031710199913,0.8039741768519433,0.7914688822049889,0.7812141138131987,0.791793151455132,0.8330773323327849,0.7969616336866511,0.7812190377606294,0.789188235523359,0.7956026745644702,0.7976852666453895,0.800990248357415,0.7943173758811144,0.805117181766176,0.7826098422009171,0.8109954666372954,0.8065315901601047,0.7937063497187395,0.7897348747060124,0.7754972386382238,0.8022738743562328,0.8008349926204652,0.796729022926626,0.7988570530425623,0.783036006380563,0.7828460090594396,0.8110558368754737,0.8000483077202216,0.7904111726736855,0.7982077548384712,0.8013670253472431,0.8127885080517038,0.7773805165196295,0.8079241472762242,0.8124778975163618,0.8006708761114951,0.7879540947835464,0.7982262190928828,0.8048358702961123,0.7871837171270735,0.7995305264596677,0.787481140741563,0.7880634071576602,0.8032294268598037,0.7935565716097996,0.8001321960435217,0.8013484203899657,0.7871951653834799,0.7977057388182744,0.7903942120955747,0.7934129849677821,0.8031171995703483,0.7961688416221769,0.8001722873942974,0.8063698829883135,0.7760379875944852,0.7788743495896961,0.8143823359580193,0.8026309980728467,0.8126955877685009,0.8007538642464233,0.795177931502492,0.8042592737128281,0.7942291407550284,0.7979292234660896,0.7876705026623791,0.7997000944042393,0.8115680744902907,0.7842121330724484,0.7940719495487116,0.7880105259501636,0.7966559804180124,0.7929385987656279,0.8090138090150374,0.7993781813482874,0.8052369888967097
User_5,0.7790392685609981,0.7912285585620826,0.792038952449174,0.7968712483056826,1.000000000000001,0.7947113383853515,0.8057115894063107,0.7914333097472706,0.8071411808878968,0.8107702537025585,0.7909518038055143,0.8055843316873621,0.7956246915207156,0.7902809475690618,0.7991129422529311,0.8071605655571135,0.7930494176450318,0.8036808965964128,0.8029713743579676,0.8000003191943235,0.812530740378631,0.8185107293044509,0.8079642997157852,0.8031411681624556,0.8072126105331447,0.8205193044954895,0.7987259218160141,0.7847125775468948,0.781131147015458,0.8061776717687791,0.8056255956363905,0.8106868859642387,0.7945963421753759,0.8060776089120161,0.8098192801012,0.7979933125851999,0.8080767740673729,0.8081332227610873,0.7829674267271425,0.7889377981349359,0.7973792141647411,0.7961168607182176,0.8071047272816627,0.7814164194511197,0.8099912325072327,0.7952179554660865,0.8093149858691266,0.798262164353639,0.8043255355074924,0.806465815251586,0.7975755415252914,0.7842023931712068,0.7975053006284487,0.8004725322539541,0.805811694264918,0.8142235972145602,0.7910788850135877,0.8061855822816537,0.799989712145815,0.7923556649156305,0.8011600373383545,0.8057955700222499,0.7857999063808929,0.7929487056010116,0.7912073074717139,0.8036165476007866,0.7998220554940452,0.8052096368542175,0.8054705283663623,0.8000219254387877,0.8018322508814631,0.7955192966812865,0.8023731727662942,0.7848030470745664,0.8105458350859412,0.7883380992742071,0.8004008748429801,0.8148562926192087,0.8017742378276778,0.7807364569053641,0.8013805618878742,0.8019917327027548,0.790906041880264,0.8184571206010842,0.7928196012411659,0.8001597557972051,0.7914311415803692,0.7923798605115624,0.7945759198916189,0.7952924520446694,0.7841554029330473,0.796993080592508,0.7940733510823117,0.7959404941884155,0.7885285220932019,0.7857790028245641,0.7820373989597198,0.7951909163681007,0.7951342504449754,0.8034139082389331
User_6,0.7679545772043551,0.8024008108020084,0.8011900968519716,0.7759808441417102,0.7947113383853515,0.9999999999999984,0.7849328242991405,0.7925455414607369,0.7981458278769276,0.7958691210000952,0.807167316743133,0.7818980471415445,0.7820829132037185,0.7730748764664765,0.7934295235033371,0.7975146446824865,0.7898815333618617,0.8009929300093427,0.7969288698469343,0.7781777462402899,0.7790397465111445,0.8023308117038968,0.8120202510829568,0.7798801586336217,0.7731909447716037,0.7864097135946893,0.7704330580543033,0.7739241063885512,0.7813069146331464,0.7958178191270917,0.8013436681784574,0.7987751278229951,0.7687484770583968,0.7927352356810428,0.7917836970508225,0.8050291550292172,0.8140469391382477,0.7921576155841384,0.76042413060251,0.7888950246933994,0.7844660195961348,0.7912180695983877,0.7925787674022342,0.7936687095182918,0.784425098110983,0.7856272843696397,0.8047327737571908,0.783031507882394,0.7895832482714987,0.7911546095296071,0.8016641393794031,0.7948963522730543,0.7910506640183221,0.783844191895422,0.8012215025219809,0.7976916931008317,0.8043006745488098,0.7870657303132946,0.8055986680625309,0.7920446033263551,0.7976310234480157,0.7918555913430338,0.8016291411066891,0.7985473527459404,0.7859028745388943,0.7972363299276823,0.7737665379285418,0.790026224292024,0.7924187802187286,0.8021598667166677,0.7938917896815719,0.7847744918248831,0.7912932158727022,0.7866506534425729,0.8169584685875162,0.7869585408957407,0.7946418387109997,0.8140059425598682,0.7969395487076751,0.7883936864675816,0.7828315409827228,0.7999056302105025,0.7739972461971548,0.8123862123482524,0.779162825639691,0.7921641992776802,0.786209443943263,0.7632287385443933,0.7991747784419818,0.7847100230916071,0.8003471010589445,0.8067695880551684,0.7743117551998137,0.7941247061234691,0.7826339819248616,0.7844602540538432,0.7750252037407674,0.7973301623269775,0.8085875879331272,0.8026809589208878
User_7,0.7980840118763701,0.8139788257340492,0.796835217475915,0.8086480499579232,0.8057115894063107,0.7849328242991405,1.0000000000000038,0.8124409203519236,0.8040936918288708,0.8158493075911969,0.8120099114769581,0.7893220617810163,0.8067356239099259,0.8251183443987821,0.8187264898710711,0.7988211766423983,0.8076799871859381,0.8037407579901288,0.8184082156717782,0.8354483925721512,0.8150310928541256,0.8225172993544922,0.8177099393193349,0.8050455143349522,0.7951169930927642,0.8185975695053853,0.7965976312977303,0.8021728229851457,0.796956314590777,0.8183640392340612,0.8149778539301601,0.811927332192556,0.8041196184120282,0.8159743481919082,0.8246995694958335,0.8060933504927124,0.8086007194530966,0.8179107798684657,0.8038453437363657,0.803238258359775,0.7855055515186931,0.8182504387776208,0.8132000849297112,0.8004693815660877,0.815202345817775,0.8062278483817955,0.8134637850779577,0.813106546903939,0.8229259861803451,0.806066929629768,0.8122872434018438,0.8211746252977704,0.8124814144898146,0.8167355775736854,0.7980339344058263,0.8183309233442432,0.8120164991253163,0.7975919106595293,0.8053794154541029,0.8066374255798117,0.8119095370493212,0.8078291087131084,0.8081565139622666,0.8118532314634812,0.8119230354169562,0.8187806470028394,0.804633608716953,0.8297046166896339,0.8236019482297879,0.8156705774799895,0.8084999905139114,0.8170446471099646,0.8098621998293237,0.7845017317894254,0.8157087478124493,0.8266765497304047,0.8126213805719915,0.8202244881201592,0.8216135255825909,0.8048019647247869,0.7960533392331881,0.8022745791440058,0.7918672069095305,0.8282770409134659,0.8040402036561585,0.807861637754739,0.8129252680542627,0.8031550431121476,0.8195076017766816,0.8143630140834289,0.7919135485731819,0.8261429305651774,0.7933646845134623,0.8178694307122522,0.8019879727137365,0.7909342995025549,0.8113553264674556,0.8097607686423577,0.8212454841227621,0.8128914265792302
User_8,0.7938616439957504,0.7947007672172958,0.8057210204864322,0.8007686963984476,0.7914333097472706,0.7925455414607369,0.8124409203519236,1.0000000000000007,0.7875375927751023,0.7921937162537864,0.7816291710531102,0.7940093584208581,0.7872771372482499,0.7981085445455574,0.8054228632626788,0.8041755036881746,0.7938101885781352,0.8173823758017973,0.8155448791525629,0.8133176386028411,0.8029088307585944,0.8130498376496442,0.8040485907822288,0.7835782952624192,0.7896291477840862,0.7928327106613562,0.7799837007792938,0.7798235244161129,0.7817018280278476,0.817022668996817,0.8125517073420854,0.8078423607824176,0.7875714370468755,0.8141580994924456,0.8041363534630481,0.8164222101702818,0.7950212000494149,0.7985874648220648,0.7863458427700153,0.8047335059605871,0.7944184667807084,0.7990738027831084,0.7951002147001895,0.7842384826281148,0.8117256719710153,0.8149557480644931,0.8036012310632982,0.7998896398768705,0.8082603607443154,0.7844649615240582,0.812108792091802,0.806960577566995,0.8018025380121514,0.7945822967416216,0.7971325972484222,0.8017565961359658,0.7961479245289809,0.8058454014960312,0.7963888569754278,0.78760259867075,0.7892593010029129,0.7957783988223881,0.7819334195064538,0.7808103350489004,0.8058925923155479,0.8032359019622592,0.7920776173226731,0.8099691392162454,0.7871837591355286,0.8084883187115989,0.7902280750934823,0.7949300134922364,0.8034960981958849,0.7802657150717811,0.797560495096524,0.7952055750286624,0.7872400338075172,0.7943889837438862,0.8022905526622077,0.790373071387134,0.7954006724952194,0.7972145809347166,0.7973728736375538,0.8267844529005137,0.8056851568605023,0.7996187994113055,0.8092511845111596,0.7812726799014645,0.8018593289352575,0.7868462125392909,0.8021723172305673,0.7887058006659409,0.804409924206108,0.8016282461084505,0.8005722445984265,0.7818184718605601,0.793143354446199,0.7958525856320939,0.802749988271195,0.80476685965246
User_9,0.7818465653811272,0.8096409151933064,0.8105675284976466,0.7942421713272925,0.8071411808878968,0.7981458278769276,0.8040936918288708,0.7875375927751023,1.000000000000001,0.8004468846845134,0.7934927300585837,0.7922087286519496,0.8086582231113559,0.7968487773229966,0.8154234607545423,0.7900314695951349,0.8014415159842629,0.8184703122092865,0.8133871607043088,0.7904934783996712,0.7972887987948044,0.8217345805585654,0.8065732122006009,0.7857432202957664,0.7836156224728896,0.798701418108045,0.7862166873642836,0.8028690253300786,0.7798483657776631,0.81981039104755,0.7915108534617221,0.8045755654620174,0.8129147189967179,0.8167643871361805,0.8031286882931548,0.8020349428206439,0.8142104413825313,0.8053524585546064,0.7785772495995237,0.8068889103322914,0.8158313905940926,0.794401680064794,0.8126694971703388,0.7881866011736467,0.8060363267343292,0.796980446414586,0.8129805563000831,0.8007464457596103,0.8018898048101569,0.8080892637719281,0.8053026263123213,0.7859645205186647,0.8093284015434452,0.8086330757607834,0.7938455952981552,0.7950476784359182,0.8116242359848784,0.8053050127772978,0.79790741417339,0.801969987646141,0.8109447296810484,0.8054808766830857,0.7884298177590771,0.814350441537175,0.8122658124714643,0.8191979138336029,0.794224999133089,0.795763130321742,0.8047464844429446,0.8044097288462808,0.8054311800524161,0.7824658700506655,0.8013048233319364,0.7822719285368909,0.8164392010018076,0.812051438883973,0.8063765856461754,0.8070314387772214,0.7972424414646005,0.7914709961874518,0.7997525575034428,0.8038346948843671,0.7973960299526903,0.8159480871115745,0.8096428982670518,0.7909586502021917,0.7974703918651667,0.7902320441401018,0.8124316193045784,0.8055078214249936,0.7932237941279118,0.8161603911331684,0.8085035790772017,0.817908729161998,0.7854902507639013,0.793996378212118,0.781063939377977,0.8108620056566462,0.809362784274764,0.8133559717421587
User_10,0.7796866266207548,0.7972693680275117,0.7970546437227801,0.7928418450921928,0.8107702537025585,0.7958691210000952,0.8158493075911969,0.7921937162537864,0.8004468846845134,1.0000000000000016,0.7847777824482157,0.7920360969475105,0.8005025851462431,0.8051441290705635,0.7991400560734225,0.8055794091053028,0.8026858548139151,0.8040854165653768,0.8032707391948166,0.8073575744611315,0.8081512728136595,0.7985110017521768,0.8241862870731349,0.7912298891382847,0.7778622542460896,0.809266877945003,0.7906675494516848,0.7975495678040315,0.791732568982297,0.8197895590073879,0.809206852293679,0.7979924027885745,0.8027365352344837,0.8007587710464308,0.8097484502292271,0.80784351823335,0.8079697544111293,0.781589762709431,0.7748345234435439,0.8088718909982131,0.8057230503523951,0.7868384976092204,0.8120409101722897,0.8021577666883373,0.8019829502863774,0.7954840975963242,0.8137581235217202,0.7827272393263476,0.8114773572160561,0.794622148153521,0.7975552695055523,0.8046112173158164,0.7906828299418454,0.8019972087885356,0.7915378805431528,0.7988672094826211,0.7962663521185618,0.790597379911152,0.8075596227567903,0.791220756095942,0.8057311915906714,0.800894058974404,0.7926358722202798,0.7840346539280361,0.7976793092969492,0.8024186918210392,0.8019139870815575,0.8151093774123006,0.8197921368722788,0.7943696591852585,0.7922825988617956,0.8095417733508485,0.800080275826315,0.7928233379034458,0.8063337492795448,0.7992997817399775,0.8063822277388817,0.8081244045712996,0.8018635156684242,0.7911338446735219,0.791676943469567,0.8049008124378777,0.7882853111459093,0.8221585232704585,0.7830939438170269,0.8001077823048621,0.7883574513482896,0.785568694367186,0.8086208496251035,0.8061778689975143,0.7809531326961086,0.8122245753444273,0.7904672160493863,0.8017129183914184,0.7888786783552602,0.798968388005876,0.7881540611212692,0.8130361549905283,0.8115031750435289,0.7989243244466753
